[SYS] 2025/04/02 - 00:51:24 | New API v0.0.0 started 
[SYS] 2025/04/02 - 00:51:24 | using MySQL as database 
[SYS] 2025/04/02 - 00:51:24 | database migration started 
[SYS] 2025/04/02 - 00:51:24 | database migrated 
[SYS] 2025/04/02 - 00:51:24 | using MySQL as database 
[SYS] 2025/04/02 - 00:51:24 | database migration started 
[SYS] 2025/04/02 - 00:51:24 | Redis is enabled 
[SYS] 2025/04/02 - 00:51:24 | memory cache enabled 
[SYS] 2025/04/02 - 00:51:24 | sync frequency: 60 seconds 
[SYS] 2025/04/02 - 00:51:24 | channels synced from database 
[SYS] 2025/04/02 - 00:51:24 | batch update enabled with interval 5s 
[SYS] 2025/04/02 - 00:51:24 | pprof enabled 
[SYS] 2025/04/02 - 00:51:24 | initializing token encoders 
[SYS] 2025/04/02 - 00:51:24 | 正在更新数据看板数据... 
[SYS] 2025/04/02 - 00:51:24 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/02 - 00:51:25 | token encoders initialized 
[SYS] 2025/04/02 - 00:51:25 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/02 - 00:51:30 | batch update started 
[SYS] 2025/04/02 - 00:51:30 | batch update finished 
[GIN] 2025/04/02 - 00:51:32 | 20250402005132560364240SXUnGIJN | 200 |    4.447683ms |             ::1 |     GET /login
[GIN] 2025/04/02 - 00:51:33 | 202504020051329622502128jZ4SCXR | 200 |  188.631874ms |             ::1 |     GET /assets/index-BVggV38H.js
[GIN] 2025/04/02 - 00:51:35 | 20250402005135422928237TsgmUgKm | 200 |    2.591086ms |             ::1 |     GET /api/status
[SYS] 2025/04/02 - 00:51:35 | batch update started 
[SYS] 2025/04/02 - 00:51:35 | batch update finished 
[SYS] 2025/04/02 - 00:51:40 | 任务进度轮询开始 
[SYS] 2025/04/02 - 00:51:40 | batch update started 
[SYS] 2025/04/02 - 00:51:40 | batch update finished 
[SYS] 2025/04/02 - 00:51:40 | 任务进度轮询完成 
[SYS] 2025/04/02 - 00:51:45 | batch update started 
[SYS] 2025/04/02 - 00:51:45 | batch update finished 
[SYS] 2025/04/02 - 00:51:50 | batch update started 
[SYS] 2025/04/02 - 00:51:50 | batch update finished 
[SYS] 2025/04/02 - 00:51:55 | 任务进度轮询开始 
[SYS] 2025/04/02 - 00:51:55 | 任务进度轮询完成 
[SYS] 2025/04/02 - 00:51:55 | batch update started 
[SYS] 2025/04/02 - 00:51:55 | batch update finished 
[SYS] 2025/04/02 - 00:52:01 | batch update started 
[SYS] 2025/04/02 - 00:52:01 | batch update finished 
[SYS] 2025/04/02 - 00:52:06 | batch update started 
[SYS] 2025/04/02 - 00:52:06 | batch update finished 
