[SYS] 2025/04/22 - 10:07:02 | New API v0.0.0 started 
[SYS] 2025/04/22 - 10:07:02 | using MySQL as database 
[SYS] 2025/04/22 - 10:07:02 | New API v0.0.0 started 
[SYS] 2025/04/22 - 10:07:02 | using MySQL as database 
[SYS] 2025/04/22 - 10:07:03 | database migration started 
[SYS] 2025/04/22 - 10:07:04 | database migrated 
[SYS] 2025/04/22 - 10:07:04 | using MySQL as database 
[SYS] 2025/04/22 - 10:07:04 | database migration started 
[SYS] 2025/04/22 - 10:07:04 | Redis is enabled 
[SYS] 2025/04/22 - 10:07:04 | memory cache enabled 
[SYS] 2025/04/22 - 10:07:04 | sync frequency: 60 seconds 
[SYS] 2025/04/22 - 10:07:04 | channels synced from database 
[SYS] 2025/04/22 - 10:07:04 | batch update enabled with interval 5s 
[SYS] 2025/04/22 - 10:07:04 | pprof enabled 
[SYS] 2025/04/22 - 10:07:04 | initializing token encoders 
[SYS] 2025/04/22 - 10:07:04 | 正在更新数据看板数据... 
[SYS] 2025/04/22 - 10:07:04 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/22 - 10:07:06 | token encoders initialized 
[SYS] 2025/04/22 - 10:07:06 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/22 - 10:07:07 | batch update started 
[SYS] 2025/04/22 - 10:07:07 | batch update finished 
[GIN] 2025/04/22 - 10:07:09 | 20250422100709404383651orDnNNEe | 200 |     7.85136ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /
[GIN] 2025/04/22 - 10:07:10 | 20250422100710948107993UcDwHRb9 | 200 |     1.30647ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/status
[SYS] 2025/04/22 - 10:07:12 | batch update started 
[SYS] 2025/04/22 - 10:07:12 | batch update finished 
[SYS] 2025/04/22 - 10:07:17 | 任务进度轮询开始 
[SYS] 2025/04/22 - 10:07:17 | batch update started 
[SYS] 2025/04/22 - 10:07:17 | batch update finished 
[SYS] 2025/04/22 - 10:07:17 | 任务进度轮询完成 
[SYS] 2025/04/22 - 10:07:22 | batch update started 
[SYS] 2025/04/22 - 10:07:22 | batch update finished 
[SYS] 2025/04/22 - 10:07:27 | batch update started 
[SYS] 2025/04/22 - 10:07:27 | batch update finished 
[SYS] 2025/04/22 - 10:07:32 | batch update started 
[SYS] 2025/04/22 - 10:07:32 | batch update finished 
[SYS] 2025/04/22 - 10:07:32 | 任务进度轮询开始 
[SYS] 2025/04/22 - 10:07:32 | 任务进度轮询完成 
[SYS] 2025/04/22 - 10:07:34 | batch update started 
[SYS] 2025/04/22 - 10:07:34 | batch update finished 
[GIN] 2025/04/22 - 10:07:38 | 20250422100738478863730Coid4ylq | 307 |      17.941ms |             ::1 |     GET /api/auth/google/login
[SYS] 2025/04/22 - 10:07:39 | batch update started 
[SYS] 2025/04/22 - 10:07:39 | batch update finished 
[GIN] 2025/04/22 - 10:07:40 | 20250422100738953470940asU7BNlJ | 303 |   1.77286593s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0Ab_5qlmX2MQg1MH5eHhgcKE8AFHPyFNmwQ0DigsAbAcRbZ9SAMSK0SjVcvltET0z10QVxA&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none
[GIN] 2025/04/22 - 10:07:41 | 20250422100741327578610vzfG6dEk | 200 |     1.65594ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /login?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Imtpbmdzb2JlY0BnbWFpbC5jb20iLCJleHAiOjE3NDc5MDQ4NjAsImlkIjoxNCwicm5kIjoxNzQ1MzEyODYwNzI2MzA1MDgwfQ.rEDWUxkmiQsq7Y5MKIF5ZtOdEW6-iVLor8AkRosU7CI
[GIN] 2025/04/22 - 10:07:42 | 20250422100742400267195uaBIsbI4 | 200 |     9.44482ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/user/self
[GIN] 2025/04/22 - 10:07:42 | 20250422100742555120025WrHCzNVH | 200 |    44.71159ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/status
[GIN] 2025/04/22 - 10:07:43 | 20250422100743138058315WXWVHL0U | 401 |     2.55739ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/user/self/groups
[GIN] 2025/04/22 - 10:07:43 | 20250422100743138408665wGzLkuPO | 401 |     3.74253ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/user/models
[GIN] 2025/04/22 - 10:07:43 | 20250422100743306897535Y4TeiLlk | 401 |     1.30834ms | 2c0f:f5c0:455:e112:e175:4bd9:3115:892 |     GET /api/token/?p=0&size=10
[SYS] 2025/04/22 - 10:07:44 | batch update started 
[SYS] 2025/04/22 - 10:07:44 | batch update finished 
[SYS] 2025/04/22 - 10:07:44 | 任务进度轮询开始 
[SYS] 2025/04/22 - 10:07:44 | 任务进度轮询完成 
[SYS] 2025/04/22 - 10:07:49 | batch update started 
[SYS] 2025/04/22 - 10:07:49 | batch update finished 
[SYS] 2025/04/22 - 10:07:54 | batch update started 
[SYS] 2025/04/22 - 10:07:54 | batch update finished 
[SYS] 2025/04/22 - 10:07:59 | syncing channels from database 
[SYS] 2025/04/22 - 10:07:59 | syncing options from database 
[SYS] 2025/04/22 - 10:07:59 | batch update started 
[SYS] 2025/04/22 - 10:07:59 | batch update finished 
[SYS] 2025/04/22 - 10:07:59 | 任务进度轮询开始 
[SYS] 2025/04/22 - 10:07:59 | channels synced from database 
[SYS] 2025/04/22 - 10:08:00 | 任务进度轮询完成 
[SYS] 2025/04/22 - 10:08:01 | batch update started 
[SYS] 2025/04/22 - 10:08:01 | batch update finished 
[SYS] 2025/04/22 - 10:08:06 | batch update started 
[SYS] 2025/04/22 - 10:08:06 | batch update finished 
[SYS] 2025/04/22 - 10:08:11 | batch update started 
[SYS] 2025/04/22 - 10:08:11 | batch update finished 
[SYS] 2025/04/22 - 10:08:12 | 任务进度轮询开始 
